LP,464,47,18.50939893
MIP,464,384564,17.02
LP,91,46,18.95288228
MIP,91,738450,20.91
LP,43,51,22.45234551
MIP,43,755571,19.09
LP,45,97,18.464473
MIP,45,758198,19.09
LP,41,61,21.15718271
MIP,41,761237,19.09
LP,95,153,21.3740774
MIP,95,760841,20.91
LP,570,150,25.42986318
LP,567,151,25.42986318
LP,34,64,19.61502491
MIP,34,765502,19.09
LP,438,80,23.78561779
MIP,438,629875,23.05
LP,460,51,24.56128833
MIP,460,423047,23.35
LP,141,54,22.59102874
MIP,141,771665,25.09
LP,68,63,22.96671006
MIP,68,774827,22.41
LP,142,60,25.01976991
MIP,142,779773,25.09
LP,423,53,20.91814389
MIP,423,640221,19.6
LP,147,53,25.47562654
MIP,147,779949,25.09
LP,247,53,25.82608338
MIP,247,693377,24.53
LP,30,109,24.88840535
MIP,30,792553,24.19
LP,473,52,17.50027559
MIP,473,382242,16.16
LP,463,38,18.23847592
MIP,463,445080,16.66
LP,333,42,15.76419383
MIP,333,695029,14.7
LP,428,57,19.87713762
MIP,428,664282,19.02
LP,283,42,22.50685596
MIP,283,710454,20.1
LP,273,43,20.97674888
MIP,273,712624,20.1
LP,505,40,22.01896146
MIP,505,293322,20.93
LP,124,49,23.48014529
MIP,124,825277,22.61
LP,84,69,20.80039259
MIP,84,830849,17.66
LP,571,68,21.25917964
MIP,571,85391,19.54
LP,565,41,23.89094135
MIP,565,89600,22.06
LP,544,55,23.01254535
MIP,544,225442,19.81
LP,573,48,21.24191602
MIP,573,98600,20
LP,97,42,20.65329591
MIP,97,862047,21.87
LP,92,70,25.39557701
MIP,92,866183,21.87
LP,545,112,20.80405057
MIP,545,232757,19.81
LP,99,60,23.17593987
MIP,99,869424,21.87
LP,75,47,24.42248875
MIP,75,872111,21.87
LP,78,72,24.2314298
MIP,78,874155,21.87
LP,170,54,20.92990736
MIP,170,889201,20.28
LP,77,55,22.43920753
MIP,77,876087,21.87
LP,556,40,17.91959543
MIP,556,171838,16.5
LP,100,124,19.34206462
MIP,100,879953,20.98
LP,344,42,16.01756635
MIP,344,784339,14.7
LP,208,52,24.03139994
MIP,208,902713,23.19
LP,326,40,22.24694324
MIP,326,898102,21.01
LP,201,44,21.20481003
MIP,201,910319,18.72
LP,195,39,19.6158467
MIP,195,916009,18.72
LP,284,46,21.47029017
MIP,284,822339,20.26
LP,575,73,19.91301953
MIP,575,92619,19.13
LP,106,49,23.96431722
MIP,106,928511,23.11
LP,427,113,22.09228872
MIP,427,794368,21.29
LP,475,52,21.67248549
MIP,475,534986,20.47
LP,429,51,22.43835606
MIP,429,797787,21.29
LP,502,57,22.7373182
MIP,502,410835,21.29
LP,53,94,18.95062958
LP,59,94,18.95062958
MIP,53,953432,21.01
MIP,59,953432,21.01
LP,57,54,19.67375803
MIP,57,959712,21.01
LP,61,52,22.19032305
MIP,61,962019,21.01
LP,67,43,20.63510971
MIP,67,962904,21.01
LP,56,65,22.04405414
MIP,56,966050,21.01
LP,113,53,24.67967998
MIP,113,979828,21.39
LP,114,44,21.76299038
MIP,114,983228,21.39
LP,408,52,22.87623659
MIP,408,942831,22.21
LP,580,55,19.75586968
MIP,580,163727,18.86
LP,149,60,27.05868034
MIP,149,990147,26.17
LP,158,50,23.76628021
MIP,158,1000573,22.84
LP,483,66,20.84758027
MIP,483,541684,19.74
LP,582,46,23.68092744
MIP,582,182235,22.14
LP,458,62,28.07161832
MIP,458,669961,27.8
LP,290,39,18.10937322
MIP,290,1013282,17.71
LP,572,41,19.03094347
MIP,572,251345,18.15
LP,120,55,24.57595065
MIP,120,1022173,23.54
LP,616,49,20.13885465
MIP,616,72755,18.42
LP,477,56,24.85558265
MIP,477,614470,23.96
LP,426,92,23.63404293
MIP,426,881938,22.86
LP,566,69,24.7666078
MIP,566,259603,23.25
LP,47,54,24.52283523
MIP,47,1026178,23.45
LP,611,79,26.10110875
MIP,611,89198,24.2
LP,584,55,18.64509295
MIP,584,210871,17.64
LP,587,115,20.15023665
MIP,587,210494,18.7
LP,579,70,20.71917525
MIP,579,240349,20.29
LP,547,46,21.82719401
MIP,547,432605,20.78
LP,578,41,21.96322072
MIP,578,249737,20.89
LP,586,44,20.06464863
MIP,586,253806,19.62
LP,518,136,21.12752305
MIP,518,553090,20.06
LP,70,55,20.93804636
MIP,70,1088923,19.69
LP,289,39,21.46669249
MIP,289,1088949,17.59
LP,25,54,24.48725651
MIP,25,1099125,23.62
LP,251,42,19.76219141
MIP,251,1006555,17.93
LP,28,53,20.80528554
MIP,28,1110282,23.62
LP,220,42,21.12910621
MIP,220,1012415,19.39
LP,302,41,22.24860023
MIP,302,1118100,21.73
LP,330,41,26.17251543
MIP,330,1029465,25.35
LP,222,39,20.19818491
MIP,222,1029371,19.39
LP,558,67,21.78591073
MIP,558,421585,20.8
LP,627,65,16.98657543
MIP,627,129150,16.11
LP,48,56,22.03005452
MIP,48,1151913,21.14
LP,431,54,26.67913158
MIP,431,1014845,25.17
LP,553,60,24.48858406
MIP,553,451254,18.15
LP,448,48,21.36815592
MIP,448,940226,21.15
LP,555,113,22.12362578
MIP,555,458238,21.04
LP,603,42,23.59130206
MIP,603,282378,22.32
LP,433,63,21.35963433
MIP,433,1031856,25.17
LP,471,45,22.34837254
MIP,471,772800,21.09
LP,590,36,23.9850118
MIP,590,357256,15.47
LP,206,39,20.24071613
MIP,206,1190424,18.84
LP,591,39,16.58949491
MIP,591,358551,15.47
LP,593,39,21.71029584
MIP,593,359840,21.14
LP,352,46,20.16011631
MIP,352,1093564,19.3
LP,510,44,23.29899332
MIP,510,662502,21.85
LP,295,37,23.29953345
MIP,295,1187683,17.59
LP,189,47,22.72816903
MIP,189,1201938,22.08
LP,424,53,24.04160921
MIP,424,1052825,23.08
LP,351,35,13.42628673
MIP,351,1100512,11.79
LP,171,50,25.10010077
MIP,171,1210941,22.08
LP,511,46,25.37168035
MIP,511,677103,24.72
LP,507,96,19.72474217
MIP,507,678875,19.41
LP,614,47,26.0128311
MIP,614,266489,25.17
LP,375,52,16.71480992
MIP,375,1124567,20.87
LP,461,92,17.82892044
MIP,461,885809,17.3
LP,624,46,17.69265471
MIP,624,227000,16.74
LP,391,64,18.06942908
MIP,391,1241536,17.52
LP,559,87,19.31405921
MIP,559,533032,18.15
LP,272,68,22.14358174
MIP,272,1144049,20.87
LP,185,43,24.31128062
MIP,185,1260275,23.34
LP,509,41,21.88955437
MIP,509,727061,21.16
LP,401,50,23.10904328
MIP,401,1252756,17.52
LP,395,40,20.49732874
MIP,395,1252841,17.52
LP,615,40,19.52383352
MIP,615,307857,18.93
LP,357,36,22.09015938
MIP,357,1157074,16.39
LP,557,46,23.1386298
MIP,557,547395,22.54
LP,564,80,21.38919294
LP,604,118,21.38919294
MIP,604,312157,15.06
MIP,564,494722,20.65
LP,361,118,24.30518467
MIP,361,1166065,16.39
LP,356,38,17.50166857
MIP,356,1169298,16.39
LP,310,41,21.3793935
MIP,310,1276195,20.42
LP,186,45,27.41257242
MIP,186,1286591,26.43
LP,660,43,21.96282068
MIP,660,97773,21.5
LP,468,51,23.99881285
MIP,468,882050,23.08
LP,600,42,18.36560504
MIP,600,414496,17.79
LP,517,48,18.56829278
MIP,517,775638,17.21
LP,215,47,21.73714954
MIP,215,1197946,20.69
LP,212,71,16.63795924
MIP,212,1313744,15.49
LP,400,44,23.67157286
MIP,400,1310889,22.26
LP,602,41,15.16162689
MIP,602,430506,20.7
LP,625,72,15.16162689
MIP,625,309376,14.2
LP,425,60,25.42868596
MIP,425,1175879,24.85
LP,214,42,15.7303002
MIP,214,1331335,15.49
LP,568,49,24.70044321
MIP,568,554941,23.72
LP,612,47,20.98552223
MIP,612,370574,19.92
LP,397,41,22.10454515
MIP,397,1324213,19.55
LP,211,39,31.06154766
MIP,211,1339613,15.49
LP,213,49,25.62875221
MIP,213,1341737,15.49
LP,286,48,19.7135164
MIP,286,1337679,23.95
LP,405,89,17.97085203
MIP,405,1343736,16.5
LP,683,47,24.55228021
MIP,683,102589,22.84
LP,583,46,21.01964284
MIP,583,528595,20.15
LP,526,46,18.35679266
MIP,526,773348,18.58
LP,525,43,29.34086677
MIP,525,778387,18.58
LP,83,60,21.65032
MIP,83,1371907,22.9
LP,82,58,22.14859197
MIP,82,1375133,22.9
LP,87,55,23.57121037
MIP,87,1378506,22.9
LP,569,44,23.00785285
MIP,569,616083,22.53
LP,501,59,20.43035536
MIP,501,854512,19.6
LP,88,52,26.6142325
MIP,88,1379269,22.9
LP,705,48,18.6593508
MIP,705,78175,17.08
LP,596,49,22.55368354
MIP,596,500710,21.68
LP,472,51,20.66230156
MIP,472,987331,19.94
LP,634,52,19.7187119
MIP,634,319043,18.42
LP,470,77,22.41972266
MIP,470,998376,22.33
LP,551,62,25.54674001
MIP,551,758059,25.15
LP,46,52,24.48071213
MIP,46,1412086,24.11
LP,504,41,23.36100925
MIP,504,890756,22.29
LP,151,50,26.72960609
MIP,151,1435597,26.1
LP,581,43,18.40416416
MIP,581,601481,17.28
LP,161,45,23.80867079
MIP,161,1446172,20.63
LP,620,45,25.63999685
MIP,620,488438,24.31
LP,266,46,22.36591878
MIP,266,1339956,22.49
LP,664,69,18.95673333
MIP,664,258224,18.05
LP,607,61,16.42273446
MIP,607,507426,15.57
LP,175,50,23.1081712
MIP,175,1460705,22.45
LP,462,40,21.38037871
MIP,462,1114240,20.53
LP,610,50,23.06837734
MIP,610,513258,22.74
LP,157,44,21.54021626
MIP,157,1470902,20.63
LP,554,76,22.09994394
MIP,554,762966,20.83
LP,269,86,22.60001472
MIP,269,1368255,22.49
LP,293,42,20.68859619
MIP,293,1471567,23.95
LP,309,124,21.54925796
MIP,309,1474881,20.24
LP,292,47,24.95754754
MIP,292,1473871,23.95
LP,360,42,22.58834244
MIP,360,1389186,21.46
LP,64,52,20.03746066
MIP,64,1494126,18.83
LP,617,65,24.6778374
MIP,617,550594,23.91
LP,381,39,20.94138294
MIP,381,1401638,16.96
LP,377,42,21.13825647
MIP,377,1406007,16.96
LP,655,46,20.28538242
MIP,655,386379,18.72
LP,280,44,17.40822566
MIP,280,1413765,16.96
LP,670,46,16.72403462
MIP,670,355264,16.15
LP,652,69,19.76300961
MIP,652,427050,18.96
LP,588,45,21.03332938
MIP,588,732894,20.65
LP,409,45,23.64979442
MIP,409,1521718,22.66
LP,514,49,21.28499288
MIP,514,1047186,19.9
LP,340,56,19.93273438
MIP,340,1474250,18.83
LP,520,41,16.23175195
MIP,520,986180,18.52
LP,385,40,16.46038769
MIP,385,1472233,15.16
LP,523,73,21.17018564
MIP,523,989286,18.52
LP,524,72,24.10231451
MIP,524,990076,18.52
LP,243,48,23.39368388
MIP,243,1487120,22.73
LP,519,39,22.70221614
MIP,519,995259,18.52
LP,546,41,21.57746611
MIP,546,947287,21.02
LP,753,60,22.10145666
MIP,753,101402,20.31
LP,74,50,18.87825804
MIP,74,1595342,17.85
LP,651,52,23.08389998
MIP,651,479646,22.56
LP,662,47,23.24321561
MIP,662,441747,22.4
LP,297,38,18.70349042
MIP,297,1631461,21.43
LP,560,65,20.40043262
MIP,560,830714,19.82
LP,702,40,21.61068326
MIP,702,342413,20.69
LP,711,50,20.17543185
MIP,711,280217,19.58
LP,726,45,22.79007884
MIP,726,222666,22.03
LP,306,55,24.03364227
MIP,306,1647051,24.22
LP,303,37,25.46884239
MIP,303,1650381,24.22
LP,756,46,19.22530639
MIP,756,115180,17.61
LP,278,38,23.25311984
MIP,278,1560838,22.47
LP,307,38,21.84839369
MIP,307,1666364,20.98
LP,443,89,24.71507167
MIP,443,1510475,23.94
LP,254,39,24.50656698
MIP,254,1583820,20.51
LP,240,48,22.90341415
MIP,240,1598076,16.99
LP,619,49,25.22886434
MIP,619,751589,24.69
LP,665,86,17.14937601
MIP,665,514899,16.44
LP,242,41,18.29025509
MIP,242,1610263,16.99
LP,767,49,21.91764228
MIP,767,98398,20.64
LP,623,46,25.107204
MIP,623,701307,24.73
LP,563,60,23.89979959
MIP,563,938363,23.01
LP,207,51,19.79234444
MIP,207,1725255,18.74
LP,703,56,22.12466095
MIP,703,413191,21.5
LP,577,60,21.30895341
MIP,577,893497,20.43
LP,642,74,20.26984393
MIP,642,649829,19.46
LP,727,41,17.72495823
MIP,727,297526,15.92
LP,682,52,21.5999583
MIP,682,481730,20.53
LP,635,63,20.22860639
MIP,635,657969,18.99
LP,638,44,22.49604493
MIP,638,661975,18.99
LP,704,56,21.79006463
MIP,704,421735,21.1
LP,636,54,26.77082812
MIP,636,665865,18.99
LP,673,70,17.74652355
MIP,673,497268,18.67
LP,609,42,22.78585588
MIP,609,810989,21.5
LP,676,49,24.5808015
MIP,676,513251,18.67
LP,678,42,19.72265563
MIP,678,513447,18.67
LP,674,186,18.17654636
MIP,674,514744,18.67
LP,550,51,20.82982268
MIP,550,1114623,19.3
LP,768,46,23.62175631
MIP,768,156913,20.98
LP,675,41,20.48063519
MIP,675,517542,18.67
LP,681,136,22.95669733
MIP,681,517655,18.67
LP,677,43,20.65335137
MIP,677,518039,18.67
LP,378,48,19.95201166
MIP,378,1662240,19.17
LP,680,48,21.12284189
MIP,680,519886,18.67
LP,663,69,20.31318973
MIP,663,590794,19.68
LP,668,44,20.02940162
MIP,668,596507,19.14
LP,274,164,20.13010035
MIP,274,1692160,18.97
LP,364,49,18.6265366
MIP,364,1705192,17.29
LP,308,56,19.60542987
MIP,308,1802493,18.47
LP,144,87,24.3349291
MIP,144,1806201,23.57
LP,640,37,19.6727744
MIP,640,743335,18.78
LP,716,57,21.49967465
MIP,716,446320,20.02
LP,789,46,22.90570355
MIP,789,89120,20.92
LP,699,43,26.55884934
MIP,699,509718,25.49
LP,679,43,22.09585951
MIP,679,573359,21.44
LP,641,101,24.03001205
MIP,641,759111,23.07
LP,484,52,24.3405983
MIP,484,1367063,23.8
LP,701,41,22.55004268
MIP,701,536255,21.58
LP,781,51,23.35184786
MIP,781,183070,22.13
LP,601,43,23.02313283
MIP,601,966740,22.35
LP,790,51,19.95052268
MIP,790,125328,18.19
LP,138,58,22.81185856
MIP,138,1856301,23.57
LP,780,47,26.88710295
MIP,780,191782,25.94
LP,691,47,19.85025547
MIP,691,557612,19.06
LP,749,42,18.56734158
MIP,749,380362,16.6
LP,136,50,18.1129843
MIP,136,1868671,23.57
LP,522,89,23.262361
MIP,522,1287527,22.46
LP,98,59,20.03652676
MIP,98,1875321,23.21
LP,348,46,22.05893278
MIP,348,1785774,21.22
LP,96,48,19.86038536
MIP,96,1886849,23.21
LP,666,44,23.13306266
MIP,666,714048,21.89
LP,695,53,25.51890361
MIP,695,606256,24.52
LP,700,46,24.36881859
MIP,700,608149,23.11
LP,710,57,19.11715518
MIP,710,547094,18.22
LP,608,54,24.47251651
MIP,608,970043,23.8
LP,367,43,20.30162766
MIP,367,1820469,17.29
LP,285,36,18.86667474
MIP,285,1836454,17.31
LP,499,49,20.82880234
MIP,499,1463558,19.75
LP,332,90,22.07276163
MIP,332,1841883,21.36
LP,393,36,22.33404945
MIP,393,1944868,21.49
LP,667,47,20.8967248
MIP,667,762574,20.18
LP,654,86,25.14226606
MIP,654,823286,24.6
LP,265,37,21.90906399
MIP,265,1846297,20.98
LP,747,47,19.06938311
MIP,747,469492,18.66
LP,394,39,22.49843385
MIP,394,1962207,21.49
LP,745,43,21.37304757
MIP,745,475294,20.64
LP,694,48,24.87244298
MIP,694,661136,24.42
LP,782,40,17.73150541
MIP,782,308643,16.65
LP,396,37,22.31508625
MIP,396,1976682,21.49
LP,319,47,21.58822254
MIP,319,1983368,21.03
LP,325,45,29.10175287
MIP,325,1990006,21.03
LP,392,40,22.72113085
MIP,392,1991258,21.34
LP,626,46,22.15860237
MIP,626,989703,20.88
LP,402,42,23.1578258
MIP,402,1997053,21.49
LP,320,46,20.1139953
MIP,320,1999035,21.03
LP,260,48,20.81344514
MIP,260,1896771,19.86
LP,730,48,20.99022087
MIP,730,572581,19.98
LP,843,51,20.65749982
MIP,843,104995,19.28
LP,696,61,20.40034414
MIP,696,706822,19.3
LP,799,149,22.19346288
MIP,799,292613,20.57
LP,202,49,25.60658999
MIP,202,2052126,24.66
LP,621,45,24.31727605
MIP,621,1040551,22.32
LP,719,39,20.98328761
MIP,719,689677,18.82
LP,628,47,22.04258751
MIP,628,1048439,22.32
LP,629,46,22.98253988
MIP,629,1049644,22.32
LP,321,42,22.75747663
MIP,321,2058523,21.6
LP,630,39,20.6837104
MIP,630,1053753,22.32
LP,415,45,19.11924847
MIP,415,1951580,18.6
LP,331,38,23.75730115
MIP,331,1965627,22.99
LP,257,42,25.036996
MIP,257,1969359,23.68
LP,631,40,24.76402356
MIP,631,1057682,22.35
LP,857,88,21.08437765
MIP,857,99931,22.84
LP,855,43,23.89276199
MIP,855,100570,22.84
LP,861,38,17.13347286
MIP,861,43886,14.86
LP,728,44,24.30146647
MIP,728,654215,23.78
LP,597,82,23.4893442
MIP,597,1194150,22.89
LP,259,37,23.4596502
MIP,259,1991850,23.68
LP,256,50,18.56883852
MIP,256,1997364,23.68
LP,693,68,21.74483424
MIP,693,795293,21.31
LP,622,42,17.46805521
MIP,622,1097902,22.32
LP,850,62,15.60346295
MIP,850,139809,14.65
LP,870,54,20.76289643
MIP,870,73802,19.66
LP,763,39,21.70987635
MIP,763,573411,20.64
LP,744,45,21.53558585
MIP,744,641552,20.81
LP,235,46,20.34381298
MIP,235,2041066,19.51
LP,775,41,18.17820345
MIP,775,437308,16.92
LP,277,35,20.08523219
MIP,277,2053114,26.97
LP,219,37,18.12806736
MIP,219,2054374,16.98
LP,276,47,27.77187007
MIP,276,2056990,26.97
LP,232,44,21.84834806
MIP,232,2059134,20.84
LP,338,48,21.21320186
MIP,338,2070601,20.6
LP,355,61,21.7100589
MIP,355,2072085,20.76
LP,263,41,27.81193202
MIP,263,2074189,27.07
LP,541,46,25.42509558
MIP,541,1586367,24.16
LP,275,41,21.12469697
MIP,275,2086563,26.97
LP,404,41,19.36596704
MIP,404,2208158,19.15
LP,482,69,26.27207895
MIP,482,1742931,25.86
LP,358,36,21.3253989
MIP,358,2111098,19.44
LP,804,41,20.8406634
MIP,804,427592,20.21
LP,865,38,20.58311663
MIP,865,195564,18.58
LP,791,46,21.68350985
MIP,791,498743,20.83
LP,808,46,21.48686836
MIP,808,438224,20.6
LP,827,43,19.69799676
MIP,827,376539,18.52
LP,731,47,20.55302152
MIP,731,804882,20.28
LP,837,41,21.29833421
MIP,837,327602,20.3
LP,672,39,18.17795697
MIP,672,1063374,17.01
LP,851,43,19.04461163
MIP,851,296992,17.52
LP,805,51,19.63278228
MIP,805,485299,17.63
LP,500,40,18.21507226
MIP,500,1816077,17.54
LP,487,38,17.36648674
MIP,487,1822446,17.54
LP,770,38,22.49512545
MIP,770,692051,21.38
LP,811,49,21.81229614
MIP,811,512372,21.26
LP,576,55,21.8341107
MIP,576,1478904,21.05
LP,859,42,19.01101703
MIP,859,337433,17.6
LP,893,42,18.49024623
MIP,893,173715,17.49
LP,771,48,23.44594557
MIP,771,712579,23.15
LP,323,41,25.32409738
MIP,323,2335200,24
LP,318,45,20.46619158
MIP,318,2345682,24
LP,922,44,15.38961212
MIP,922,78992,14.9
LP,839,47,21.03877684
